% Spectrum for month 1, day 11.
%
% The first column contains the channel number (0-8191)
% and the second contains the number of counts in that channel.
%
% E1 = 1.7238 MeV
% E3 = 3.7010 MeV
% E4 = 3.8405 MeV
%
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	479
13	503
14	497
15	486
16	473
17	505
18	517
19	472
20	522
21	512
22	512
23	478
24	522
25	542
26	494
27	470
28	513
29	530
30	500
31	491
32	517
33	494
34	532
35	480
36	485
37	510
38	497
39	528
40	540
41	543
42	541
43	525
44	523
45	536
46	545
47	537
48	511
49	525
50	544
51	532
52	543
53	569
54	538
55	517
56	527
57	502
58	564
59	545
60	554
61	576
62	571
63	563
64	562
65	548
66	515
67	560
68	596
69	566
70	536
71	547
72	536
73	600
74	573
75	586
76	590
77	562
78	536
79	572
80	561
81	553
82	577
83	593
84	598
85	601
86	535
87	598
88	576
89	603
90	603
91	572
92	603
93	611
94	578
95	589
96	568
97	581
98	625
99	622
100	591
101	659
102	632
103	616
104	607
105	645
106	617
107	574
108	603
109	662
110	601
111	662
112	620
113	611
114	641
115	618
116	616
117	625
118	601
119	676
120	616
121	616
122	628
123	726
124	658
125	629
126	662
127	670
128	619
129	666
130	628
131	617
132	644
133	672
134	668
135	633
136	725
137	667
138	666
139	659
140	716
141	671
142	663
143	692
144	669
145	654
146	722
147	659
148	676
149	611
150	662
151	657
152	708
153	692
154	692
155	648
156	647
157	727
158	680
159	657
160	729
161	638
162	649
163	653
164	727
165	709
166	744
167	723
168	718
169	718
170	701
171	721
172	747
173	691
174	755
175	706
176	688
177	729
178	784
179	732
180	715
181	706
182	721
183	727
184	693
185	702
186	720
187	758
188	752
189	729
190	754
191	714
192	745
193	759
194	749
195	769
196	768
197	745
198	728
199	764
200	725
201	748
202	761
203	769
204	729
205	759
206	782
207	751
208	768
209	761
210	777
211	778
212	792
213	798
214	753
215	759
216	744
217	788
218	778
219	779
220	762
221	778
222	790
223	746
224	771
225	780
226	771
227	782
228	810
229	780
230	736
231	802
232	766
233	828
234	857
235	762
236	849
237	800
238	870
239	819
240	800
241	768
242	824
243	805
244	814
245	797
246	807
247	802
248	793
249	824
250	830
251	790
252	800
253	849
254	812
255	825
256	809
257	891
258	811
259	853
260	833
261	850
262	771
263	822
264	898
265	831
266	841
267	835
268	833
269	858
270	869
271	821
272	816
273	869
274	814
275	854
276	866
277	858
278	814
279	894
280	882
281	845
282	863
283	821
284	813
285	852
286	845
287	884
288	936
289	827
290	865
291	922
292	898
293	860
294	856
295	904
296	894
297	880
298	914
299	877
300	960
301	912
302	848
303	902
304	936
305	885
306	889
307	918
308	898
309	901
310	957
311	929
312	887
313	955
314	925
315	941
316	907
317	941
318	971
319	984
320	932
321	939
322	876
323	936
324	851
325	986
326	903
327	897
328	900
329	893
330	953
331	914
332	927
333	942
334	923
335	922
336	922
337	925
338	915
339	956
340	921
341	914
342	928
343	971
344	949
345	937
346	930
347	933
348	906
349	972
350	957
351	951
352	980
353	974
354	988
355	941
356	972
357	917
358	977
359	1061
360	1001
361	966
362	912
363	931
364	986
365	981
366	952
367	987
368	980
369	948
370	1027
371	991
372	945
373	914
374	973
375	965
376	1008
377	1035
378	952
379	944
380	1011
381	1007
382	969
383	932
384	993
385	1007
386	987
387	971
388	957
389	980
390	951
391	1056
392	1010
393	964
394	1010
395	1006
396	1031
397	1012
398	1073
399	1063
400	1071
401	1020
402	1000
403	1016
404	1024
405	1023
406	980
407	1015
408	998
409	1002
410	990
411	1053
412	1030
413	1076
414	1038
415	1073
416	996
417	1106
418	1066
419	1047
420	1058
421	995
422	1104
423	982
424	1094
425	1106
426	1118
427	1042
428	1039
429	1065
430	1056
431	1091
432	1139
433	1075
434	1064
435	1076
436	1067
437	1074
438	1095
439	1078
440	1073
441	1082
442	1085
443	1123
444	1084
445	1112
446	1065
447	1075
448	1094
449	1063
450	1043
451	1131
452	1123
453	1098
454	1079
455	1109
456	1067
457	1158
458	1116
459	1135
460	1119
461	1160
462	1108
463	1083
464	1146
465	1088
466	1136
467	1121
468	1114
469	1174
470	1094
471	1092
472	1120
473	1127
474	1082
475	1205
476	1129
477	1116
478	1122
479	1136
480	1173
481	1176
482	1165
483	1210
484	1115
